CPDBID,Name/Model,Era,Year,"Technology Base",Chassis,"Rules Level (Current)",Tonnage,Designer,"Battle Value",Cost,Rating
4817,"Bandersnatch BNDR-01Ar",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1522,15900938,-----
3013,"Bandersnatch BNDR-01B","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1630,12337500,-----
4067,"Banshee BNC-11X",Jihad,3076,"Inner Sphere (Mixed)",Biped,Advanced,95,"Catalyst Game Labs",2030,26450028,-----
4045,"Banshee BNC-1E","Age of War",2445,Primitive,Biped,"Experimental (Extinct)",95,"Catalyst Game Labs",1458,8987453,-----
68,"Banshee BNC-3E","Age of War",2475,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1422,9522078,1.375000
69,"Banshee BNC-3M","Star League",2579,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1595,9824328,2.666667
4087,"Banshee BNC-3MC","Late Succession Wars",3037,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1487,9648828,-----
4837,"Banshee BNC-3Mr",Jihad,3073,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",1801,10534128,-----
70,"Banshee BNC-3Q","Late Succession Wars",2915,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1394,9457728,1.423077
71,"Banshee BNC-3S","Late Succession Wars",3026,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1751,8794695,4.555556
4088,"Banshee BNC-3S (Reinesblatt)","Late Succession Wars",3029,"Inner Sphere",Biped,Introductory,95,"Catalyst Game Labs",1678,8331765,-----
442,"Banshee BNC-5S","Clan Invasion",3053,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2065,25337845,3.250000
3857,"Banshee BNC-5S (Sawyer)","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2094,25348765,-----
3858,"Banshee BNC-5S (Vandergriff)","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",1853,25901590,-----
1241,"Banshee BNC-6S","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",1899,20530478,2.750000
1090,"Banshee BNC-7S","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2114,20657520,3.555556
3855,"Banshee BNC-8S",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2408,29621215,-----
3856,"Banshee BNC-9S",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2496,17090970,-----
5155,"Banshee BNC-9S2",Republic,3109,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",2426,17812470,-----
3975,"Banzai BNZ-X",Jihad,3076,"Inner Sphere (Mixed)",Biped,Advanced,90,"Catalyst Game Labs",2647,36883655,-----
823,"Barghest BGS-1T","Clan Invasion",3058,"Inner Sphere",Quad,"Tournament Legal",70,"Catalyst Game Labs",1787,16284867,3.285714
824,"Barghest BGS-2T","Clan Invasion",3060,"Inner Sphere",Quad,"Tournament Legal",70,"Catalyst Game Labs",1794,15938067,3.357143
1024,"Barghest BGS-3T","Civil War",3062,"Inner Sphere",Quad,"Tournament Legal",70,"Catalyst Game Labs",1900,15791867,3.214286
4012,"Barghest BGS-4T",Jihad,3083,"Inner Sphere",Quad,Advanced,70,"Catalyst Game Labs",1734,7686833,-----
4066,"Barghest BGS-4X",Jihad,3078,"Inner Sphere",Quad,Advanced,70,"Catalyst Game Labs",1667,8230833,-----
4192,"Barghest BGS-7S",Jihad,3074,"Inner Sphere",Quad,Advanced,70,"Catalyst Game Labs",1526,16492267,-----
2328,"Battle Cobra A","Early Succession Wars",2873,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1466,4515000,3.666667
2329,"Battle Cobra B","Early Succession Wars",2873,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1892,5026000,2.916667
3674,"Battle Cobra BTL-C-2 [BASE]","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",618,4538333,-----
3675,"Battle Cobra BTL-C-2O","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",944,5168333,-----
3676,"Battle Cobra BTL-C-2OA","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",1113,5889333,-----
3677,"Battle Cobra BTL-C-2OB","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",895,4895333,-----
3678,"Battle Cobra BTL-C-2OC","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",726,5420333,-----
3679,"Battle Cobra BTL-C-2OD",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",1221,5640833,-----
3680,"Battle Cobra BTL-C-2OE",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",840,4982833,-----
3681,"Battle Cobra BTL-C-2OF",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal (Extinct)",40,"Catalyst Game Labs",1300,5455333,-----
2635,"Battle Cobra C","Civil War",3062,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1484,4744250,3.750000
3672,"Battle Cobra F","Clan Invasion",3057,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1507,5285000,-----
2636,"Battle Cobra H","Clan Invasion",3061,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1592,5019000,3.666667
2327,"Battle Cobra PRIME","Early Succession Wars",2873,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1487,4595500,3.500000
3673,"Battle Cobra X",Jihad,3073,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1492,5596500,-----
2326,"Battle Cobra [BASE]","Early Succession Wars",2873,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",620,3920000,-----
487,"Battle Hawk BH-K305","Clan Invasion",3053,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",771,3689140,2.944444
2976,"Battle Hawk BH-K306","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",926,3474640,-----
4984,"Battle Tripod","Dark Age",3138,"Inner Sphere (Mixed)",Tripod,"Experimental (Extinct)",60,"Catalyst Game Labs",1972,11062080,-----
4044,"BattleAxe BKX-1X","Age of War",2459,Primitive,Biped,"Advanced (Extinct)",70,"Catalyst Game Labs",1079,5238550,-----
3269,"BattleAxe BKX-7K","Age of War",2475,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1329,6287733,-----
4401,"BattleAxe BKX-7NC","Age of War",2480,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1252,6008933,-----
4402,"BattleAxe BKX-8D",Jihad,3073,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1592,11716400,-----
3399,"BattleMaster BLR-10S",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1930,14850043,-----
4680,"BattleMaster BLR-10S2",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1930,15314023,-----
57,"BattleMaster BLR-1D","Early Succession Wars",2867,"Inner Sphere",Biped,Introductory,85,"Catalyst Game Labs",1522,8144193,3.115385
60,"BattleMaster BLR-1G","Star League",2633,"Inner Sphere",Biped,Introductory,85,"Catalyst Game Labs",1519,8399493,4.111111
3951,"BattleMaster BLR-1G (Red Corsair)","Clan Invasion",3055,"Inner Sphere (Mixed)",Biped,Advanced,85,"Catalyst Game Labs",2745,21556693,-----
4113,"BattleMaster BLR-1G-DC","Early Succession Wars",2855,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1494,9172793,-----
4381,"BattleMaster BLR-1Gb","Star League",2760,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1825,9496543,-----
4382,"BattleMaster BLR-1Gbc","Star League",2763,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1825,10388243,-----
4383,"BattleMaster BLR-1Gc","Star League",2763,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1577,9465093,-----
59,"BattleMaster BLR-1S","Late Succession Wars",3025,"Inner Sphere",Biped,Introductory,85,"Catalyst Game Labs",1507,8138643,2.636364
4677,"BattleMaster BLR-2C","Late Succession Wars",2925,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1563,9894293,-----
426,"BattleMaster BLR-3M","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1679,8837943,3.142857
4122,"BattleMaster BLR-3M (Rogers)","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1818,9087693,-----
427,"BattleMaster BLR-3S","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1441,19579043,2.214286
4678,"BattleMaster BLR-4L",Jihad,3081,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1890,17779980,-----
1068,"BattleMaster BLR-4S","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2018,16673310,3.944444
3190,"BattleMaster BLR-4S (Calvin II)",Jihad,3071,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",2274,17274560,-----
3200,"BattleMaster BLR-4S (Calvin)",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2029,17126560,-----
1069,"BattleMaster BLR-5M","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1766,9311543,3.125000
4679,"BattleMaster BLR-6X",Jihad,3085,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1966,184600277,-----
1070,"BattleMaster BLR-CM","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1883,13316300,2.357143
1071,"BattleMaster BLR-K3","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1851,23273863,3.583333
4681,"BattleMaster BLR-K4",Jihad,3073,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2232,21708085,-----
3938,"BattleMaster BLR-M3",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1674,19286805,-----
3966,"BattleMaster C",Jihad,3070,Clan,Biped,"Tournament Legal",85,"Catalyst Game Labs",3025,20648343,-----
3245,"Bear Cub",Jihad,3068,Clan,Biped,"Tournament Legal",25,"Catalyst Game Labs",1052,3415729,-----
4475,"Bear Cub 2",Jihad,3070,Clan,Biped,"Tournament Legal",25,"Catalyst Game Labs",988,3453229,-----
4476,"Bear Cub 3",Jihad,3071,Clan,Biped,"Tournament Legal",25,"Catalyst Game Labs",1086,3378229,-----
713,"Behemoth (Stone Rhino)","Early Succession Wars",2847,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",3001,10352000,4.045455
2784,"Behemoth (Stone Rhino) 2","Clan Invasion",3061,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",3107,23878000,-----
3108,"Behemoth (Stone Rhino) 3",Jihad,3068,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",3072,22892000,-----
3109,"Behemoth (Stone Rhino) 4","Early Succession Wars",2846,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",2601,23258000,-----
3110,"Behemoth (Stone Rhino) 5","Early Succession Wars",2846,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",2157,28947333,-----
3111,"Behemoth (Stone Rhino) 6","Late Succession Wars",2999,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",2981,28011833,-----
4049,"Bellerophon BEL-1X","Age of War",2442,Primitive,Biped,"Advanced (Extinct)",60,"Catalyst Game Labs",957,4634400,-----
752,"Beowulf BEO-12","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1319,9180240,3.700000
4175,"Beowulf BEO-14",Jihad,3075,"Inner Sphere",Biped,Advanced,45,"Catalyst Game Labs",1287,9878778,-----
4359,"Beowulf BEO-X-7A",Jihad,3068,"Inner Sphere",Biped,Advanced,45,"Catalyst Game Labs",1473,15865465,-----
3427,"Beowulf IIC",Jihad,3084,Clan,Biped,Advanced,45,"Catalyst Game Labs",2048,10260490,-----
4869,"Beowulf IIC PR",Republic,3086,"Clan (Mixed)",Biped,"Advanced (Extinct)",45,"Catalyst Game Labs",1992,10999990,-----
714,"Berserker BRZ-A3","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2117,32116333,3.812500
883,"Berserker BRZ-B3","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2020,31816333,2.928571
3071,"Berserker BRZ-C3","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2395,26331000,-----
5183,"Berserker BRZ-D4",Republic,3112,"Inner Sphere (Mixed)",Biped,Advanced,100,"Catalyst Game Labs",2659,35986333,-----
753,"Bishamon BSN-3K","Clan Invasion",3060,"Inner Sphere",Quad,"Tournament Legal",45,"Catalyst Game Labs",1374,8866750,3.166667
754,"Bishamon BSN-4K","Clan Invasion",3060,"Inner Sphere",Quad,"Tournament Legal",45,"Catalyst Game Labs",1105,10733625,3.000000
4176,"Bishamon BSN-5KC",Jihad,3076,"Inner Sphere",Quad,"Tournament Legal",45,"Catalyst Game Labs",1443,9730950,-----
2717,"Black Hawk",Jihad,3073,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2183,9150500,-----
2475,"Black Hawk (Nova) A","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2422,11423125,3.888889
2476,"Black Hawk (Nova) B","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1543,10659531,2.928571
2477,"Black Hawk (Nova) C","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1515,10621562,0.937500
2478,"Black Hawk (Nova) D","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1450,10854062,1.333333
2647,"Black Hawk (Nova) E","Clan Invasion",3054,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2078,10941250,2.750000
3157,"Black Hawk (Nova) F",Jihad,3068,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1976,11022812,-----
2579,"Black Hawk (Nova) H","Clan Invasion",3059,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1832,11659375,3.500000
4933,"Black Hawk (Nova) I","Dark Age",3137,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2224,11835625,-----
2474,"Black Hawk (Nova) PRIME","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2663,11586250,3.916667
2580,"Black Hawk (Nova) S","Clan Invasion",3050,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2056,11203750,3.000000
4932,"Black Hawk (Nova) T","Dark Age",3137,"Clan (Mixed)",Biped,Advanced,50,"Catalyst Game Labs",2761,12272500,-----
4845,"Black Hawk (Nova) U",Jihad,3077,"Clan (Mixed)",Biped,Advanced,50,"Catalyst Game Labs",1413,11604437,-----
2473,"Black Hawk (Nova) [BASE]","Early Succession Wars",2870,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",762,9716875,-----
2718,"Black Hawk 2",Republic,3092,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2161,9000500,-----
3552,"Black Hawk 3",Republic,3092,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2317,9012500,-----
2381,"Black Hawk-KU BHKU [BASE]","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",891,13554000,-----
2382,"Black Hawk-KU BHKU-O","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1731,14595000,3.700000
3616,"Black Hawk-KU BHKU-O (Albert)",Jihad,3070,"Inner Sphere (Mixed)",Biped,"Tournament Legal",60,"Catalyst Game Labs",2377,17849200,-----
2383,"Black Hawk-KU BHKU-OA","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1770,15154000,3.000000
2384,"Black Hawk-KU BHKU-OB","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1303,14310000,2.125000
2385,"Black Hawk-KU BHKU-OC","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1597,14240000,1.142857
2386,"Black Hawk-KU BHKU-OD","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1539,14466000,2.750000
2595,"Black Hawk-KU BHKU-OE","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1982,15546000,1.916667
2877,"Black Hawk-KU BHKU-OF",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1759,15154000,-----
4960,"Black Hawk-KU BHKU-OG",Republic,3089,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1719,17420000,-----
3740,"Black Hawk-KU BHKU-OR","Clan Invasion",3059,"Inner Sphere (Mixed)",Biped,"Tournament Legal",60,"Catalyst Game Labs",2193,15346000,-----
4737,"Black Hawk-KU BHKU-OU",Jihad,3077,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1687,14795800,-----
2878,"Black Hawk-KU BHKU-OX","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1941,15374000,-----
2897,"Black Knight BL-10-KNT (Ross)","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",2103,9070688,-----
1205,"Black Knight BL-12-KNT","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1840,7460250,4.000000
397,"Black Knight BL-6-KNT","Star League",2578,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1551,7136938,4.562500
4437,"Black Knight BL-6-KNT (Ian)","Late Succession Wars",3039,"Inner Sphere",Biped,"Experimental (Extinct)",75,"Catalyst Game Labs",1861,9537500,-----
3896,"Black Knight BL-6-RR","Clan Invasion",3057,"Inner Sphere (Mixed)",Biped,"Tournament Legal",75,"Catalyst Game Labs",1954,7595438,-----
3897,"Black Knight BL-6b-KNT","Star League",2751,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1627,7707438,-----
73,"Black Knight BL-7-KNT","Early Succession Wars",2809,"Inner Sphere",Biped,Introductory,75,"Catalyst Game Labs",1443,6594438,3.666667
4107,"Black Knight BL-7-KNT-L","Early Succession Wars",2809,"Inner Sphere",Biped,Introductory,75,"Catalyst Game Labs",1409,6426438,-----
398,"Black Knight BL-9-KNT","Clan Invasion",3052,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1678,15438500,2.928571
4699,"Black Knight BL-X-KNT ""Red Reaper""",Jihad,3069,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1858,17241000,-----
4243,"Black Knight BLK-NT-2Y",Republic,3091,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1847,16380000,-----
4244,"Black Knight BLK-NT-3A",Republic,3095,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1707,18662000,-----
4245,"Black Knight BLK-NT-3B",Republic,3100,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1911,20350750,-----
4246,"Black Knight BLK-NT-4D",Republic,3127,"Inner Sphere (Mixed)",Biped,Advanced,75,"Catalyst Game Labs",2280,17311875,-----
3511,"Black Knight BLK-NT-5H","Dark Age",3138,"Inner Sphere (Mixed)",Biped,Advanced,75,"Catalyst Game Labs",2423,13241375,-----
2377,"Black Lanner A","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2308,18046198,3.125000
2378,"Black Lanner B","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1961,17523073,3.375000
2379,"Black Lanner C","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2523,17654823,2.625000
2380,"Black Lanner D","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1809,17581198,2.125000
2650,"Black Lanner E","Civil War",3062,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2331,17600573,2.833333
2651,"Black Lanner H","Clan Invasion",3061,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1928,17511448,3.333333
2376,"Black Lanner PRIME","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2268,17988073,3.333333
3687,"Black Lanner X",Jihad,3075,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1672,17959010,-----
2375,"Black Lanner [BASE]","Clan Invasion",3052,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",836,16360573,-----
856,"Black Watch BKW-7R","Clan Invasion",3061,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1998,8818118,1.437500
4196,"Black Watch BKW-9R",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2144,8063318,-----
51,"Blackjack BJ-1","Star League",2757,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",949,3145775,3.607143
163,"Blackjack BJ-1DB","Late Succession Wars",3023,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",1015,3105175,3.222222
164,"Blackjack BJ-1DC","Late Succession Wars",3024,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",917,2972500,2.000000
4076,"Blackjack BJ-1X","Star League",2769,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",964,3414025,-----
303,"Blackjack BJ-2","Clan Invasion",3052,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1148,3363275,2.875000
4908,"Blackjack BJ-2r","Dark Age",3131,"Inner Sphere",Biped,Advanced,45,"Catalyst Game Labs",1076,3572075,-----
2540,"Blackjack BJ-3","Late Succession Wars",3042,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1271,3592375,-----
3795,"Blackjack BJ-4","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1063,5252625,-----
2364,"Blackjack BJ2 [BASE]","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",629,7793750,-----
2365,"Blackjack BJ2-O","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1201,8881250,3.250000
2366,"Blackjack BJ2-OA","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1318,8902344,3.000000
2367,"Blackjack BJ2-OB","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1323,9221094,3.200000
2368,"Blackjack BJ2-OC","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1189,9464844,3.375000
2369,"Blackjack BJ2-OD","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1375,8973594,3.875000
2536,"Blackjack BJ2-OE","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1260,8892969,2.833333
